	control.B1	control.B2	experimental.B7	experimental.B8
beta-1,3-N-acetylglucosaminyltransferaseFUNC-3882	5	0	0	0
beta-1,4-glucosyltransferaseFUNC-3883	0	1	0	0
beta-1,4-N-acetylglucosaminyltransferaseFUNC-3884	5	0	0	0
beta-1,4-N-acetylglucosaminyltransferase, glycosyltransferase family 1 proteinFUNC-3885	0	7	0	0
beta-adaptin-like protein AFUNC-3886	2	0	0	1
beta-adaptin-like protein BFUNC-3887	22	0	0	0
beta-adaptin-like protein B isoform X1FUNC-3888	4	0	0	0
beta-agaraseFUNC-3889	1	1	0	1
beta-amylase 1, chloroplastic-likeFUNC-3890	3	5	0	0
beta-amylase 3, chloroplasticFUNC-3891	2	0	0	0
beta-amylase 8 isoform X1FUNC-3892	0	1	0	0
beta-amyrin 28-oxidaseFUNC-3893	1	0	0	0
beta-aspartyl-peptidaseFUNC-3894	1	0	0	0
beta-aspartyl-peptidase, partialFUNC-3895	2	0	0	0
Beta-carbonic anhydrase 1FUNC-3896	0	0	0	2
beta-carotene 15,15'-monooxygenaseFUNC-3897	2	1	0	0
beta-CASP ribonuclease aCPSF1FUNC-3898	7	5	0	0
beta-catenin-like protein 1FUNC-3899	4	0	0	0
beta-eliminating lyase-related proteinFUNC-3900	0	4	0	0
beta-fructofuranosidase SUC2FUNC-3901	146	68	22	28
beta-fructosidaseFUNC-3902	1	14	0	0
beta-galactosidaseFUNC-3903	46	36	2	2
beta-galactosidase 1FUNC-3904	1	3	0	0
beta-galactosidase 3FUNC-3905	1	0	0	0
beta-galactosidase 5-likeFUNC-3906	1	0	0	0
beta-galactosidase 9 isoform X1FUNC-3907	2	0	0	0
beta-galactosidase, partialFUNC-3908	10	10	0	0
beta-glucan synthesis-associatedFUNC-3909	1	1	0	0
beta-glucan synthesis-associated protein KRE6FUNC-3910	27	3	9	26
beta-glucan synthesis-associated protein SKN1FUNC-3911	5	6	4	22
beta-glucanosyltransferaseFUNC-3912	1	1	1	5
Beta-glucanosyltransferaseFUNC-3913	1	0	0	0
beta-glucosidaseFUNC-3914	19	32	3	1
Beta-glucosidase 1FUNC-3915	0	0	1	1
beta-glucosidase 40-likeFUNC-3916	3	0	0	0
beta-glucosidase AFUNC-3917	0	1	0	0
beta-glucosidase A, partialFUNC-3918	0	0	1	0
beta-glucosidase BoGH3B-likeFUNC-3919	2	0	0	0
beta-glucosidase precursorFUNC-3920	3	0	0	0
beta-glucosidase-like proteinFUNC-3921	0	0	0	1
beta-glucosidase, partialFUNC-3922	0	12	0	0
beta-glucuronidaseFUNC-3923	11	17	0	0
beta-glucuronidase, partialFUNC-3924	3	5	0	1
beta-glucuronosyltransferase GlcAT14A-likeFUNC-3925	6	3	0	0
beta-glucuronosyltransferase GlcAT14BFUNC-3926	6	1	0	0
beta-glucuronosyltransferase GlcAT14B-likeFUNC-3927	1	0	0	0
beta-hexosaminidaseFUNC-3928	10	7	0	0
beta-hexosaminidase ARB_07893-likeFUNC-3929	1	1	0	0
beta-hydroxyacyl-ACP dehydrataseFUNC-3930	0	11	0	0
beta-hydroxydecanoyl-ACP dehydrataseFUNC-3931	0	7	0	0
beta-hydroxylaseFUNC-3932	8	0	0	0
beta-Ig-H3/fasciclinFUNC-3933	1	0	0	0
beta-ketoacylFUNC-3934	21	46	7	9
beta-ketoacyl synthaseFUNC-3935	7	4	0	1
beta-ketoacyl-ACP reductaseFUNC-3936	17	11	6	2
beta-ketoacyl-ACP synthase I, partialFUNC-3937	0	0	1	0
beta-ketoacyl-ACP synthase IIFUNC-3938	2	1	0	1
beta-ketoacyl-ACP synthase IIIFUNC-3939	1	6	1	1
beta-ketoacyl-ACP synthase III, partialFUNC-3940	1	0	0	0
beta-ketoadipyl CoA thiolaseFUNC-3941	8	17	0	1
beta-ketoadipyl CoA thiolase, partialFUNC-3942	0	0	1	1
beta-lactam sensor/signal transducer MecR1, partialFUNC-3943	0	1	0	0
beta-lactamase, partialFUNC-3944	4	0	0	0
beta-mannanaseFUNC-3945	1	0	0	0
beta-mannosidaseFUNC-3946	25	5	0	0
beta-methylgalactoside transporterFUNC-3947	1	0	0	0
beta-N-acetylglucosaminidaseFUNC-3948	33	38	0	0
beta-N-acetylhexosaminidaseFUNC-3949	25	12	2	0
beta-N-acetylhexosaminidase, partialFUNC-3950	5	3	0	1
beta-phosphoglucomutaseFUNC-3951	0	1	0	0
beta-phosphoglucomutase family hydrolaseFUNC-3952	7	11	0	0
beta-ureidopropionase-likeFUNC-3953	3	0	0	0
beta-xylosidaseFUNC-3954	1	3	2	1
betaine aldehyde dehydrogenaseFUNC-3955	0	0	0	1
betaine aldehyde dehydrogenase 1, chloroplastic-likeFUNC-3956	8	0	0	0
betaine-aldehyde dehydrogenaseFUNC-3957	10	32	1	0
betaine-aldehyde dehydrogenase, partialFUNC-3958	3	0	1	0
Bfa1pFUNC-3959	1	2	0	0
Bfr1FUNC-3960	0	0	8	4
Bfr1pFUNC-3961	5	0	3	5
Bgl2FUNC-3962	79	29	22	27
BGL2-like proteinFUNC-3963	48	23	5	1
bi-domain-containing oxidoreductaseFUNC-3964	0	2	0	0
BI1-like proteinFUNC-3965	76	24	0	1
bicarbonate-binding proteinFUNC-3966	1	1	2	0
bicyclomycin resistance proteinFUNC-3967	5	0	0	0
bidirectional sugar transporter SWEET14-likeFUNC-3968	2	0	0	0
bidirectional sugar transporter SWEET15FUNC-3969	174	41	0	0
bidirectional sugar transporter SWEET5-likeFUNC-3970	0	0	0	3
bifunctional (2E,6E)-farnesyl diphosphate synthase/dimethylallyltranstransferaseFUNC-3971	10	1	7	8
bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolaseFUNC-3972	52	48	1	3
bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase, partialFUNC-3973	2	2	0	1
bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriAFUNC-3974	10	10	0	1
bifunctional 2-acylglycerophosphoethanolamine acyltransferase/acyl-ACP synthetase, partialFUNC-3975	3	0	0	0
bifunctional 2-aminoadipate transaminase/aromatic-amino-acid:2-oxoglutarate transaminaseFUNC-3976	57	2	14	33
bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthaseFUNC-3977	3	8	0	0
bifunctional 2-keto-4-hydroxyglutarate aldolase/2-keto-3-deoxy-6-phosphogluconate aldolaseFUNC-3978	4	0	0	0
bifunctional 3-demethylubiquinol 3-O-methyltransferase/2-polyprenyl-6-hydroxyphenol methylaseFUNC-3979	1	2	1	0
bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylaseFUNC-3980	4	5	0	0
bifunctional 3-phosphoshikimate 1-carboxyvinyltransferase/cytidylate kinaseFUNC-3981	2	7	0	1
bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase IIFUNC-3982	24	22	0	1
bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase IIFUNC-3983	8	8	0	1
bifunctional 3'-5' exonuclease/DNA polymeraseFUNC-3984	0	7	0	0
bifunctional 3'-5' exonuclease/DNA polymerase, partialFUNC-3985	1	0	0	1
bifunctional 4-alpha-glucanotransferase/amylo-alpha-1,6-glucosidaseFUNC-3986	19	27	45	112
bifunctional 4-hydroxy-4-methyl-2-oxoglutarate aldolase/oxaloacetate decarboxylaseFUNC-3987	3	0	0	15
bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolaseFUNC-3988	11	6	0	0
bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphataseFUNC-3989	1	0	2	1
bifunctional AAA family ATPase chaperone/translocase BCS1FUNC-3990	0	0	1	4
bifunctional acetaldehyde-CoA/alcohol dehydrogenaseFUNC-3991	5	1	0	0
bifunctional acetaldehyde-CoA/alcohol dehydrogenase, partialFUNC-3992	1	0	0	0
bifunctional acetyl-CoA decarbonylase/synthase complex subunit alpha/betaFUNC-3993	0	4	0	0
bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductaseFUNC-3994	1	4	11	23
bifunctional aconitate hydratase 2/2-methylisocitrate dehydrataseFUNC-3995	1	17	6	1
bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase, partialFUNC-3996	9	0	2	3
bifunctional adenosine 5'-phosphosulfate phosphorylase/adenylylsulfatase HINT4 isoform X2FUNC-3997	3	2	0	0
bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferaseFUNC-3998	0	8	0	0
bifunctional ADP-dependent (S)-NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimeraseFUNC-3999	5	8	0	0
bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimeraseFUNC-4000	15	11	2	1
bifunctional alcohol dehydrogenase/S-(hydroxymethyl)glutathione dehydrogenaseFUNC-4001	35	24	13	37
bifunctional aldehyde dehydrogenase/enoyl-CoA hydrataseFUNC-4002	1	27	1	1
bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthaseFUNC-4003	80	28	9	17
bifunctional aminopeptidase/epoxide hydrolaseFUNC-4004	6	3	1	5
bifunctional anthranilate synthase component II/anthranilate phosphoribosyltransferase, partialFUNC-4005	0	7	0	0
bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthaseFUNC-4006	2	0	2	3
bifunctional AP-4-A phosphorylase/ADP sulfurylaseFUNC-4007	13	1	7	12
bifunctional aspartate kinase/homoserine dehydrogenase IFUNC-4008	3	2	0	0
bifunctional aspartate kinase/homoserine dehydrogenase IIFUNC-4009	0	4	0	0
bifunctional ATP-dependent DNA helicase/ssDNA endodeoxyribonuclease DNA2FUNC-4010	1	0	1	4
bifunctional biotin-FUNC-4011	5	1	0	2
bifunctional carbamoylphosphate synthetase/aspartate transcarbamylaseFUNC-4012	89	12	18	49
bifunctional choline kinase/ethanolamine kinase CKI1FUNC-4013	7	0	6	21
bifunctional choline kinase/ethanolamine kinase EKI1FUNC-4014	0	0	0	1
bifunctional chorismate mutase/prephenate dehydrataseFUNC-4015	0	1	0	0
bifunctional chorismate synthase/riboflavin reductaseFUNC-4016	0	0	3	6
bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferaseFUNC-4017	3	0	1	0
bifunctional cysteine desulfurase/selenocysteine lyaseFUNC-4018	0	4	0	0
bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase MET17FUNC-4019	8	0	4	6
bifunctional D-cysteine desulfhydrase/1-aminocyclopropane-1-carboxylate deaminase, mitochondrial-likeFUNC-4020	1	0	0	0
bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylaseFUNC-4021	12	12	0	0
bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, partialFUNC-4022	6	0	0	0
bifunctional dethiobiotin synthetase/7,8-diamino-pelargonic acid aminotransferase, mitochondrial-likeFUNC-4023	1	0	0	0
bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferaseFUNC-4024	8	0	2	5
bifunctional diacylglycerol diphosphate phosphatase/phosphatidate phosphataseFUNC-4025	15	6	5	9
bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductaseFUNC-4026	16	5	0	0
bifunctional diguanylate cyclase/phosphodiesteraseFUNC-4027	11	45	1	7
bifunctional diguanylate cyclase/phosphodiesterase, partialFUNC-4028	1	1	0	0
bifunctional dITP/dUTP diphosphataseFUNC-4029	0	0	3	3
bifunctional DNA primase/helicaseFUNC-4030	1	3	0	0
bifunctional DnaQ family exonuclease/ATP-dependent helicaseFUNC-4031	3	1	0	0
bifunctional DRAP deaminase/tRNA pseudouridine synthase RIB2FUNC-4032	0	0	1	10
bifunctional dTDP-4-dehydrorhamnose 3,5-epimerase/dTDP-4-dehydrorhamnose reductaseFUNC-4033	11	2	0	0
bifunctional dTDP-4-dehydrorhamnose 3,5-epimerase/dTDP-4-dehydrorhamnose reductase-likeFUNC-4034	4	1	0	0
bifunctional endoribonuclease/protein kinase IRE1FUNC-4035	0	4	3	2
bifunctional enoyl-CoA hydratase/phosphate acetyltransferaseFUNC-4036	0	2	0	1
bifunctional enzyme with catalase and broad-spectrum peroxidase activityFUNC-4037	0	0	1	0
Bifunctional epoxide hydrolase 2FUNC-4038	0	0	0	1
bifunctional epoxide hydrolase 2-likeFUNC-4039	1	1	0	0
bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthaseFUNC-4040	22	7	5	9
bifunctional folylpolyglutamate synthase/dihydrofolate synthaseFUNC-4041	38	33	0	0
bifunctional folylpolyglutamate synthase/dihydrofolate synthase, partialFUNC-4042	3	0	0	0
bifunctional fructose-2,6-bisphosphate 2-phosphatase/6-phosphofructo-2-kinaseFUNC-4043	0	0	7	10
bifunctional glutamine amidotransferase/anthranilate phosphoribosyltransferaseFUNC-4044	0	10	0	0
bifunctional glutamine synthetase adenylyltransferase/deadenyltransferaseFUNC-4045	4	17	0	0
bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferaseFUNC-4046	26	59	0	1
bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase, partialFUNC-4047	23	27	0	0
bifunctional glutathione transferase/peroxidaseFUNC-4048	6	5	9	26
bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2FUNC-4049	3	0	7	7
